name,code,zone_code,district_code
Cumbres Madeira Sector Frances Priv.Matisse Seccion B,COLONIA-CUMBRESMADEIRASECTORFRANCESPRIVMATISSESECCIONB,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Madeira Sector Frances Priv.Martinica,COLONIA-CUMBRESMADEIRASECTORFRANCESPRIVMARTINICA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Madeira Sector Frances Priv.Sena,COLONIA-CUMBRESMADEIRASECTORFRANCESPRIVSENA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Madeira Sector Frances Priv.Remi,COLONIA-CUMBRESMADEIRASECTORFRANCESPRIVREMI,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Allegro,COLONIA-CUMBRESALLEGRO,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Madeira Frances Sector Alpes,COLONIA-CUMBRESMADEIRAFRANCESSECTORALPES,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Puerta de Hierro Linces,COLONIA-PUERTADEHIERROLINCES,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite Premier Privadas Alpes y Everest,COLONIA-CUMBRESELITEPREMIERPRIVADASALPESYEVEREST,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Puerta de Hierro Linces II,COLONIA-PUERTADEHIERROLINCESII,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Plutarco Elias Calles 1 - 2 (Cumbres Elite),COLONIA-PLUTARCOELIASCALLES12CUMBRESELITE,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Hacienda Santa Clara,COLONIA-HACIENDASANTACLARA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres  Santa Clara 1  Sector,COLONIA-CUMBRESSANTACLARA1SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite Sector Villas,COLONIA-CUMBRESELITESECTORVILLAS,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Santa Clara 2  Sector,COLONIA-CUMBRESSANTACLARA2SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite 1  Sector,COLONIA-CUMBRESELITE1SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite 2  Sector,COLONIA-CUMBRESELITE2SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite 5  Sector,COLONIA-CUMBRESELITE5SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Real de Cumbres 1  Sector,COLONIA-REALDECUMBRES1SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Providencia,COLONIA-CUMBRESPROVIDENCIA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Renacimiento  1  Sector,COLONIA-CUMBRESRENACIMIENTO1SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Real de Cumbres 2  Sector,COLONIA-REALDECUMBRES2SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Sta Clara 3  Sector,COLONIA-CUMBRESSTACLARA3SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite Sec La Hacienda,COLONIA-CUMBRESELITESECLAHACIENDA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Callejuelas 1 Sector,COLONIA-CUMBRESCALLEJUELAS1SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite 4  Sector,COLONIA-CUMBRESELITE4SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite 3  Sector,COLONIA-CUMBRESELITE3SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres de Santa Clara 4  Sector,COLONIA-CUMBRESDESANTACLARA4SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Residencial Cumbres Renacimiento 2  Sector  2da. Etapa,COLONIA-RESIDENCIALCUMBRESRENACIMIENTO2SECTOR2DAETAPA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Residencial Cumbres Renacimiento 2  Sector 1a. Etapa,COLONIA-RESIDENCIALCUMBRESRENACIMIENTO2SECTOR1AETAPA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Privadas Cumbres Diamante 1 Sector,COLONIA-PRIVADASCUMBRESDIAMANTE1SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Platino,COLONIA-CUMBRESPLATINO,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Oro Le Fontaine,COLONIA-CUMBRESOROLEFONTAINE,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Le Fontaine 2  Sector,COLONIA-CUMBRESLEFONTAINE2SECTOR,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Privadas de Cumbres 4a. Etapa (Privada Escondida),COLONIA-PRIVADASDECUMBRES4AETAPAPRIVADAESCONDIDA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Privadas de Cumbres 2a. Etapa,COLONIA-PRIVADASDECUMBRES2AETAPA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Privadas de Cumbres 1a. Etapa,COLONIA-PRIVADASDECUMBRES1AETAPA,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Privadas de Cumbres 3a. Etapa (Privada Real),COLONIA-PRIVADASDECUMBRES3AETAPAPRIVADAREAL,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Jade Sector Roble,COLONIA-CUMBRESJADESECTORROBLE,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Jade Sector Alamo,COLONIA-CUMBRESJADESECTORALAMO,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Jade Sector Encino,COLONIA-CUMBRESJADESECTORENCINO,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
"Cumbres Jade,Comercial Ruiz Cortines",COLONIA-CUMBRESJADECOMERCIALRUIZCORTINES,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Jade Sector Ebano,COLONIA-CUMBRESJADESECTOREBANO,ZONA-PUERTADEHIERROYCUMBRESELITE,DISTRITO-PONIENTE
Cumbres Elite 6  Sector,COLONIA-CUMBRESELITE6SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres Elite 7  Sector,COLONIA-CUMBRESELITE7SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres Elite 8  Sector,COLONIA-CUMBRESELITE8SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cima del Bosque,COLONIA-CIMADELBOSQUE,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cima de la Montaña,COLONIA-CIMADELAMONTANA,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres Elite Privadas,COLONIA-CUMBRESELITEPRIVADAS,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Patronato Cruz Verde,COLONIA-PATRONATOCRUZVERDE,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Rincon de las Cumbres,COLONIA-RINCONDELASCUMBRES,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cima de las Cumbres,COLONIA-CIMADELASCUMBRES,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Colinas de las Cumbres 2  Sector,COLONIA-COLINASDELASCUMBRES2SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres Sector B-1,COLONIA-BOSQUESDELASCUMBRESSECTORB1,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Condocasa Cumbres,COLONIA-CONDOCASACUMBRES,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres las Palmas,COLONIA-CUMBRESLASPALMAS,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres Campanario,COLONIA-CUMBRESCAMPANARIO,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres Sector B-7,COLONIA-BOSQUESDELASCUMBRESSECTORB7,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 5 sector D-3,COLONIA-LASCUMBRES5SECTORD3,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 6  Sector D-3,COLONIA-LASCUMBRES6SECTORD3,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 6  Sector D-4,COLONIA-LASCUMBRES6SECTORD4,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres Mediterraneo 2  Sector,COLONIA-CUMBRESMEDITERRANEO2SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres Paraiso 1  Sector,COLONIA-CUMBRESPARAISO1SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres Sector B-6,COLONIA-BOSQUESDELASCUMBRESSECTORB6,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres Sector B-8,COLONIA-BOSQUESDELASCUMBRESSECTORB8,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 5 sector D-4,COLONIA-LASCUMBRES5SECTORD4,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 6  Sector D-1,COLONIA-LASCUMBRES6SECTORD1,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 6  Sector D-2,COLONIA-LASCUMBRES6SECTORD2,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbres Mediterraneo 1  Sector,COLONIA-CUMBRESMEDITERRANEO1SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 4  Sector B,COLONIA-LASCUMBRES4SECTORB,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 4  Sector A,COLONIA-LASCUMBRES4SECTORA,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 4  Sector C,COLONIA-LASCUMBRES4SECTORC,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 5 Sector D-2,COLONIA-LASCUMBRES5SECTORD2,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 5 Sector D-1,COLONIA-LASCUMBRES5SECTORD1,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Residencial Cumbres 2  Sector  B,COLONIA-RESIDENCIALCUMBRES2SECTORB,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 6  Sector Seccion B,COLONIA-LASCUMBRES6SECTORSECCIONB,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 5  Sector C,COLONIA-LASCUMBRES5SECTORC,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 5  Sector B,COLONIA-LASCUMBRES5SECTORB,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Residencial Cumbres 2  Sector 1 Etapa,COLONIA-RESIDENCIALCUMBRES2SECTOR1ETAPA,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Residencial Cumbres  1  Sector,COLONIA-RESIDENCIALCUMBRES1SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Colinas de las Cumbres 1  Sector,COLONIA-COLINASDELASCUMBRES1SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres 5  Sector A,COLONIA-LASCUMBRES5SECTORA,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Las Cumbres,COLONIA-LASCUMBRES,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres Sector B-2,COLONIA-BOSQUESDELASCUMBRESSECTORB2,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres Sector B-3,COLONIA-BOSQUESDELASCUMBRESSECTORB3,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres C-1,COLONIA-BOSQUESDELASCUMBRESC1,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres Sector B-9,COLONIA-BOSQUESDELASCUMBRESSECTORB9,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres C-2,COLONIA-BOSQUESDELASCUMBRESC2,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Bosques de las Cumbres C-3,COLONIA-BOSQUESDELASCUMBRESC3,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbrescondido 1 Sector,COLONIA-CUMBRESCONDIDO1SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbrescondido 2 Sector,COLONIA-CUMBRESCONDIDO2SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Cumbrescondido 3 Sector,COLONIA-CUMBRESCONDIDO3SECTOR,ZONA-CUMBRESNORTE,DISTRITO-PONIENTE
Villa Cumbres 1 Sector,COLONIA-VILLACUMBRES1SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Villa de Cumbres 2 Sector,COLONIA-VILLADECUMBRES2SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Cumbres Oro Residencial,COLONIA-CUMBRESORORESIDENCIAL,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Cumbres Quinta Real,COLONIA-CUMBRESQUINTAREAL,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Jardines de las Cumbres,COLONIA-JARDINESDELASCUMBRES,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Cumbres Oro Sector Regency,COLONIA-CUMBRESOROSECTORREGENCY,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Pedregal Cumbres 3 - 4  Sector,COLONIA-PEDREGALCUMBRES34SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Pedregal Cumbres 1  Sector,COLONIA-PEDREGALCUMBRES1SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Pedregal Cumbres 2  Sector,COLONIA-PEDREGALCUMBRES2SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Colonial Cumbres,COLONIA-COLONIALCUMBRES,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Mirador de las Mitras,COLONIA-MIRADORDELASMITRAS,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Mirador de las Mitras 2  Sector,COLONIA-MIRADORDELASMITRAS2SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Mirador de las Mitras 3  Sector,COLONIA-MIRADORDELASMITRAS3SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Mirador de las Mitras 4  Sector 1 etapa,COLONIA-MIRADORDELASMITRAS4SECTOR1ETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Mirador de las Mitras 4  Sector 2 etapa,COLONIA-MIRADORDELASMITRAS4SECTOR2ETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Hacienda Mitras,COLONIA-HACIENDAMITRAS,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Portal de San Antonio 1  Sector 1 Etapa,COLONIA-PORTALDESANANTONIO1SECTOR1ETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Portal de Cumbres 2  Sector 1 Etapa,COLONIA-PORTALDECUMBRES2SECTOR1ETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Portal de Cumbres 3  Sector,COLONIA-PORTALDECUMBRES3SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Portal de Cumbres 2  Sector 2 Etapa,COLONIA-PORTALDECUMBRES2SECTOR2ETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Misión  Cumbres 2  Sector,COLONIA-MISIONCUMBRES2SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Misión de las Cumbres,COLONIA-MISIONDELASCUMBRES,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Hacienda Mitras 4  Sector,COLONIA-HACIENDAMITRAS4SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle de las Cumbres,COLONIA-VALLEDELASCUMBRES,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Hacienda Mitras 1 Etapa,COLONIA-HACIENDAMITRAS1ETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Hacienda Mitras 2 Etapa,COLONIA-HACIENDAMITRAS2ETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle de las Cumbres 2 Sector,COLONIA-VALLEDELASCUMBRES2SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle de Infonavit II,COLONIA-VALLEDEINFONAVITII,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle de Infonavit 1 Sector,COLONIA-VALLEDEINFONAVIT1SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle del Infonavit,COLONIA-VALLEDELINFONAVIT,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Portal de Cumbres 1  Sector 3a  Etapa,COLONIA-PORTALDECUMBRES1SECTOR3AETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Portal de Cumbres 1  Sector 2a. Etapa,COLONIA-PORTALDECUMBRES1SECTOR2AETAPA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle Verde 2 Sector (Seccion Sur),COLONIA-VALLEVERDE2SECTORSECCIONSUR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Francisco Garcia Naranjo (INDECO),COLONIA-FRANCISCOGARCIANARANJOINDECO,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle de las Mitras,COLONIA-VALLEDELASMITRAS,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
San Jorge,COLONIA-SANJORGE,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Los Altos,COLONIA-LOSALTOS,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Los Cedros,COLONIA-LOSCEDROS,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Villa Dorada,COLONIA-VILLADORADA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle de los Cedros,COLONIA-VALLEDELOSCEDROS,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
La Esperanza,COLONIA-LAESPERANZA,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle Verde 3 Sector Poniente,COLONIA-VALLEVERDE3SECTORPONIENTE,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle Verde 1 Sector,COLONIA-VALLEVERDE1SECTOR,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Villa Dorada (Manzana 18 - 24),COLONIA-VILLADORADAMANZANA1824,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Francisco Garcia Naranjo (PROVILEON),COLONIA-FRANCISCOGARCIANARANJOPROVILEON,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Valle Verde 3 Sector Oriente,COLONIA-VALLEVERDE3SECTORORIENTE,ZONA-VALLEDEINFONAVITYVALLEVERDE,DISTRITO-PONIENTE
Leones (Cumbres - Vista Hermosa),COLONIA-LEONESCUMBRESVISTAHERMOSA,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
La Escondida Centro Urbano,COLONIA-LAESCONDIDACENTROURBANO,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Vista Hermosa,COLONIA-VISTAHERMOSA,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Dinastias 1  Sector,COLONIA-DINASTIAS1SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Dinastias 2   Sector,COLONIA-DINASTIAS2SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Dinastias 3  Sector,COLONIA-DINASTIAS3SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Las Cumbres 1  Sector,COLONIA-LASCUMBRES1SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Las Cumbres 2  Sector,COLONIA-LASCUMBRES2SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Las Cumbres 3  Sector,COLONIA-LASCUMBRES3SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Las Cumbres 3  Sector Seccion 5,COLONIA-LASCUMBRES3SECTORSECCION5,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Cumbres 3  Sector Seccion 3 - 4,COLONIA-CUMBRES3SECTORSECCION34,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Las Cumbres 2  Sector Ampliación,COLONIA-LASCUMBRES2SECTORAMPLIACION,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Las Cumbres 2  Sector C,COLONIA-LASCUMBRES2SECTORC,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Las Cumbres 2  Sector II,COLONIA-LASCUMBRES2SECTORII,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Cumbres Sector La Esperanza,COLONIA-CUMBRESSECTORLAESPERANZA,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Monteleon 2  Sector,COLONIA-MONTELEON2SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Monteleon 1  Sector,COLONIA-MONTELEON1SECTOR,ZONA-CUMBRESVISTAHERMOSA,DISTRITO-PONIENTE
Burocratas del Estado,COLONIA-BUROCRATASDELESTADO,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Antonio I. Villarreal,COLONIA-ANTONIOIVILLARREAL,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
UH Lazaro Cardenas,COLONIA-UHLAZAROCARDENAS,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Zapata,COLONIA-ZAPATA,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Urdiales (Burócratas),COLONIA-URDIALESBUROCRATAS,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Jardin de las Mitras,COLONIA-JARDINDELASMITRAS,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Unidad Residencial Linconl,COLONIA-UNIDADRESIDENCIALLINCONL,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Central (Mitras Norte),COLONIA-CENTRALMITRASNORTE,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Abraham Lincoln 2 Sector 2,COLONIA-ABRAHAMLINCOLN2SECTOR2,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Abraham Lincoln 2 Sector 1,COLONIA-ABRAHAMLINCOLN2SECTOR1,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Abraham Lincoln 4  Sector,COLONIA-ABRAHAMLINCOLN4SECTOR,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Mitras Norte,COLONIA-MITRASNORTE,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
Industrial Habitacional Abraham Lincoln,COLONIA-INDUSTRIALHABITACIONALABRAHAMLINCOLN,ZONA-BUROCRATASYMITRASNORTE,DISTRITO-PONIENTE
San Jemo 4  Sector Panorama,COLONIA-SANJEMO4SECTORPANORAMA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Rincon del Valle,COLONIA-RINCONDELVALLE,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Gerardo,COLONIA-COLINASDESANGERARDO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de Liverpool,COLONIA-COLINASDELIVERPOOL,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Prados de San Jeronimo,COLONIA-PRADOSDESANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Mision San Jeronimo,COLONIA-MISIONSANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo Sector Lomas,COLONIA-COLINASDESANJERONIMOSECTORLOMAS,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo Sector Panorama 2° Sector,COLONIA-COLINASDESANJERONIMOSECTORPANORAMA2SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 2  Sector,COLONIA-COLINASDESANJERONIMO2SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
La Escondida,COLONIA-LAESCONDIDA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Sendero San Jeronimo,COLONIA-SENDEROSANJERONIMO,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Colinas de San Jeronimo 11  Sector,COLONIA-COLINASDESANJERONIMO11SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Lajas 1  Sector,COLONIA-LASLAJAS1SECTOR,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
Las Colinas 2 etapa,COLONIA-LASCOLINAS2ETAPA,ZONA-SANJERONIMOSANTAMARIAYELCARMEN,DISTRITO-PONIENTE
